text_id,content,label,source,title,url,published_at,query,collection_method
human_wiki_0133,"History 1901: Author L. Frank Baum, in his science-fiction novel The Master Key, first mentions the idea of an electronic display/spectacles that overlays data onto real life (in this case 'people'). It is named a 'character marker'. Heads-up displays (HUDs), a precursor technology to augmented reality, were first developed for pilots in the 1950s, projecting simple flight data into their line of sight, thereby enabling them to keep their ""heads up"" and not look down at the instruments. It is a transparent display. 1968: Ivan Sutherland creates the first head-mounted display that has graphics rendered by a computer. 1975: Myron Krueger creates Videoplace to allow users to interact with virtual objects. 1980: The research by Gavan Lintern of the University of Illinois is the first published work to show the value of a heads up display for teaching real-world flight skills. 1980: Steve Mann creates the first wearable computer, a computer vision system with text and graphical overlays on a photographically mediated scene. 1986: Within IBM, Ron Feigenblatt describes the most widely experienced form of AR today (viz. ""magic window,"" e.g. smartphone-based Pokémon Go), use of a small, ""smart"" flat panel display positioned and oriented by hand. 1987: Douglas George and Robert Morris create a working prototype of an astronomical telescope-based ""heads-up display"" system (a precursor concept to augmented reality) which superimposed in the telescope eyepiece, over the actual sky images, multi-intensity star, and celestial body images, and other relevant information. 1990: The term augmented reality is attributed to Thomas P. Caudell, a former Boeing researcher. 1992: Louis Rosenberg developed one of the first functioning AR systems, called Virtual Fixtures, at the United States Air Force Research Laboratory—Armstrong, that demonstrated benefit to human perception. 1992: Steven Feiner, Blair MacIntyre and Doree Seligmann present an early paper on an AR system prototype, KARMA, at the Graphics Interface conference. 1993: Mike Abernathy, et al., report the first use of augmented reality in identifying space debris using Rockwell WorldView by overlaying satellite geographic trajectories on live telescope video. 1993: A widely cited version of the paper above is published in Communications of the ACM – Special issue on computer augmented environments, edited by Pierre Wellner, Wendy Mackay, and Rich Gold. 1993: Loral WDL, with sponsorship from STRICOM, performed the first demonstration combining live AR-equipped vehicles and manned simulators. Unpublished paper, J. Barrilleaux, ""Experiences and Observations in Applying Augmented Reality to Live Training"", 1999. 1995: S. Ravela et al. at University of Massachusetts introduce a vision-based system using monocular cameras to track objects (engine blocks) across views for augmented reality. 1996: General Electric develops system for projecting information from 3D CAD models onto real-world instances of those models. 1998: Spatial augmented reality introduced at University of North Carolina at Chapel Hill by Ramesh Raskar, Greg Welch, Henry Fuchs. 1999: Frank Delgado, Mike Abernathy et al. report successful flight test of LandForm software video map overlay from a helicopter at Army Yuma Proving Ground overlaying video with runways, taxiways, roads and road names. 1999: The US Naval Research Laboratory engages on a decade-long research program called the Battlefield Augmented Reality System (BARS) to prototype some of the early wearable systems for dismounted soldier operating in urban environment for situation awareness and training. 1999: NASA X-38 flown using LandForm software video map overlays at Dryden Flight Research Center. 2000: Rockwell International Science Center demonstrates tetherless wearable augmented reality systems receiving analog video and 3D audio over radio-frequency wireless channels. The systems incorporate outdoor navigation capabilities, with digital horizon silhouettes from a terrain database overlain in real time on the live outdoor scene, allowing visualization of terrain made invisible by clouds and fog. 2004: An outdoor helmet-mounted AR system was demonstrated by Trimble Navigation and the Human Interface Technology Laboratory (HIT lab). 2006: Outland Research develops AR media player that overlays virtual content onto a users view of the real world synchronously with playing music, thereby providing an immersive AR entertainment experience. 2008: Wikitude AR Travel Guide launches on 20 Oct 2008 with the G1 Android phone. 2009: ARToolkit was ported to Adobe Flash (FLARToolkit) by Saqoosha, bringing augmented reality to the web browser. 2012: Launch of Lyteshot, an interactive AR gaming platform that utilizes smart glasses for game data 2013: Niantic releases ""Ingress"", an augmented reality mobile game for iOS and Android operating systems (and a predecessor of Pokémon Go). 2015: Microsoft announced the HoloLens augmented reality headset, which uses various sensors and a processing unit to display virtual imagery over the real world. 2016: Niantic released Pokémon Go for iOS and Android in July 2016. The game quickly became one of the most popular smartphone applications and in turn spikes the popularity of augmented reality games. 2018: Magic Leap launched the Magic Leap One augmented reality headset. Leap Motion announced the Project North Star augmented reality headset, and later released it under an open source license. 2019: Microsoft announced HoloLens 2 with significant improvements in terms of field of view and ergonomics. 2022: Magic Leap launched the Magic Leap 2 headset. 2023: Meta Quest 3, a mixed reality VR headset was developed by Reality Labs, a division of Meta Platforms. In the same year, Apple Vision Pro was released. 2024: Meta Platforms revealed the Orion AR glasses prototype. 2025: Meta Platforms released their Meta Ray-Ban Display glasses, featuring a small AR HUD on the right eye.",0,Wikipedia,Augmented reality,https://en.wikipedia.org/wiki/Augmented_reality,,Augmented_reality,wikipedia_api
human_wiki_0134,"Hardware and displays AR visuals appear on handheld devices (video passthrough) and head-mounted displays (optical see-through or video passthrough). Systems pair a display with sensors (e.g., cameras and IMUs) to register virtual content to the environment; research also explores near-eye optics, projection-based AR, and experimental concepts such as contact-lens or retinal-scanned displays.",0,Wikipedia,Augmented reality,https://en.wikipedia.org/wiki/Augmented_reality,,Augmented_reality,wikipedia_api
human_wiki_0135,"Biology is the scientific study of life and living organisms. It is a broad natural science that encompasses a wide range of fields and unifying principles that explain the structure, function, growth, origin, evolution, and distribution of life. Central to biology are five fundamental themes: the cell as the basic unit of life, genes and heredity as the basis of inheritance, evolution as the driver of biological diversity, energy transformation for sustaining life processes, and the maintenance of internal stability (homeostasis). Biology examines life across multiple levels of organization, from molecules and cells to organisms, populations, and ecosystems. Subdisciplines include molecular biology, physiology, ecology, evolutionary biology, developmental biology, and systematics, among others. Each of these fields applies a range of methods to investigate biological phenomena, including observation, experimentation, and mathematical modeling. Modern biology is grounded in the theory of evolution by natural selection, first articulated by Charles Darwin, and in the molecular understanding of genes encoded in DNA. The discovery of the structure of DNA and advances in molecular genetics have transformed many areas of biology, leading to applications in medicine, agriculture, biotechnology, and environmental science. Life on Earth is believed to have originated over 3.7 billion years ago. Today, it includes a vast diversity of organisms—from single-celled archaea and bacteria to complex multicellular plants, fungi, and animals. Biologists classify organisms based on shared characteristics and evolutionary relationships, using taxonomic and phylogenetic frameworks. These organisms interact with each other and with their environments in ecosystems, where they play roles in energy flow and nutrient cycling. As a constantly evolving field, biology incorporates new discoveries and technologies that enhance the understanding of life and its processes, while contributing to solutions for challenges such as disease, climate change, and biodiversity loss.",0,Wikipedia,Biology,https://en.wikipedia.org/wiki/Biology,,Biology,wikipedia_api
human_wiki_0136,"Etymology From Greek βίος (bíos) 'life', (from Proto-Indo-European root *gwei-, to live) and λογία (logia) 'study of'. The compound appears in the title of Volume 3 of Michael Christoph Hanow's Philosophiae naturalis sive physicae dogmaticae: Geologia, biologia, phytologia generalis et dendrologia, published in 1766. The term biology in its modern sense appears to have been introduced independently by Thomas Beddoes (in 1799), Karl Friedrich Burdach (in 1800), Gottfried Reinhold Treviranus (Biologie oder Philosophie der lebenden Natur, 1802) and Jean-Baptiste Lamarck (Hydrogéologie, 1802).",0,Wikipedia,Biology,https://en.wikipedia.org/wiki/Biology,,Biology,wikipedia_api
human_wiki_0137,"History The earliest of roots of science, which included medicine, can be traced to ancient Egypt and Mesopotamia in around 3000 to 1200 BCE. Their contributions shaped ancient Greek natural philosophy. Ancient Greek philosophers such as Aristotle (384–322 BCE) contributed extensively to the development of biological knowledge. He explored biological causation and the diversity of life. His successor, Theophrastus, began the scientific study of plants. Scholars of the medieval Islamic world who wrote on biology included al-Jahiz (781–869), Al-Dīnawarī (828–896), who wrote on botany, and Rhazes (865–925) who wrote on anatomy and physiology. Medicine was especially well studied by Islamic scholars working in Greek philosopher traditions, while natural history drew heavily on Aristotelian thought. Biology began to quickly develop with Anton van Leeuwenhoek's dramatic improvement of the microscope. It was then that scholars discovered spermatozoa, bacteria, infusoria and the diversity of microscopic life. Investigations by Jan Swammerdam led to new interest in entomology and helped to develop techniques of microscopic dissection and staining. Advances in microscopy had a profound impact on biological thinking. In the early 19th century, biologists pointed to the central importance of the cell. In 1838, Schleiden and Schwann began promoting the now universal ideas that (1) the basic unit of organisms is the cell and (2) that individual cells have all the characteristics of life, although they opposed the idea that (3) all cells come from the division of other cells, continuing to support spontaneous generation. However, Robert Remak and Rudolf Virchow were able to reify the third tenet, and by the 1860s most biologists accepted all three tenets which consolidated into cell theory. Meanwhile, taxonomy and classification became the focus of natural historians. Carl Linnaeus published a basic taxonomy for the natural world in 1735, and in the 1750s introduced scientific names for all his species. Georges-Louis Leclerc, Comte de Buffon, treated species as artificial categories and living forms as malleable—even suggesting the possibility of common descent.",0,Wikipedia,Biology,https://en.wikipedia.org/wiki/Biology,,Biology,wikipedia_api
human_wiki_0138,"Serious evolutionary thinking originated with the works of Jean-Baptiste Lamarck, who presented a coherent theory of evolution. The British naturalist Charles Darwin, combining the biogeographical approach of Humboldt, the uniformitarian geology of Lyell, Malthus's writings on population growth, and his own morphological expertise and extensive natural observations, forged a more successful evolutionary theory based on natural selection; similar reasoning and evidence led Alfred Russel Wallace to independently reach the same conclusions. The basis for modern genetics began with the work of Gregor Mendel in 1865. This outlined the principles of biological inheritance. However, the significance of his work was not realized until the early 20th century when evolution became a unified theory as the modern synthesis reconciled Darwinian evolution with classical genetics. In the 1940s and early 1950s, a series of experiments by Alfred Hershey and Martha Chase pointed to DNA as the component of chromosomes that held the trait-carrying units that had become known as genes. A focus on new kinds of model organisms such as viruses and bacteria, along with the discovery of the double-helical structure of DNA by James Watson and Francis Crick in 1953, marked the transition to the era of molecular genetics. From the 1950s onwards, biology has been vastly extended in the molecular domain. The genetic code was cracked by Har Gobind Khorana, Robert W. Holley and Marshall Warren Nirenberg after DNA was understood to contain codons. The Human Genome Project was launched in 1990 to map the human genome.",0,Wikipedia,Biology,https://en.wikipedia.org/wiki/Biology,,Biology,wikipedia_api
human_wiki_0139,"Chemical basis Atoms and molecules All organisms are made up of chemical elements; oxygen, carbon, hydrogen, and nitrogen account for most (96%) of the mass of all organisms, with calcium, phosphorus, sulfur, sodium, chlorine, and magnesium constituting essentially all the remainder. Different elements can combine to form compounds such as water, which is fundamental to life. Biochemistry is the study of chemical processes within and relating to living organisms. Molecular biology is the branch of biology that seeks to understand the molecular basis of biological activity in and between cells, including molecular synthesis, modification, mechanisms, and interactions.",0,Wikipedia,Biology,https://en.wikipedia.org/wiki/Biology,,Biology,wikipedia_api
human_wiki_0140,"Nuclear power is the use of nuclear reactions to produce electricity. Nuclear power can be obtained from nuclear fission, nuclear decay and nuclear fusion reactions. Presently, the vast majority of electricity from nuclear power is produced by nuclear fission of uranium and plutonium in nuclear power plants. Nuclear decay processes are used in niche applications such as radioisotope thermoelectric generators in some space probes such as Voyager 2. Reactors producing controlled fusion power have been operated since 1958 but have yet to generate net power and are not expected to be commercially available in the near future. The first nuclear power plant was built in the 1950s. The global installed nuclear capacity grew to 100 GW in the late 1970s, and then expanded during the 1980s, reaching 300 GW by 1990. The 1979 Three Mile Island accident in the United States and the 1986 Chernobyl disaster in the Soviet Union resulted in increased regulation and public opposition to nuclear power plants. Nuclear power plants supplied 2,602 terawatt hours (TWh) of electricity in 2023, equivalent to about 9% of global electricity generation, and were the second largest low-carbon power source after hydroelectricity. As of November 2025, there are 416 civilian fission reactors in the world, with overall capacity of 376 GW, 63 under construction and 87 planned, with a combined capacity of 66 GW and 84 GW, respectively. The United States has the largest fleet of nuclear reactors, generating almost 800 TWh per year with an average capacity factor of 92%. The average global capacity factor is 89%. Most new reactors under construction are generation III reactors in Asia.",0,Wikipedia,Nuclear power,https://en.wikipedia.org/wiki/Nuclear_power,,Nuclear_power,wikipedia_api
human_wiki_0141,"Nuclear power is a safe, sustainable energy source that reduces carbon emissions. This is because nuclear power generation causes one of the lowest levels of fatalities per unit of energy generated compared to other energy sources. ""Economists estimate that each nuclear plant built could save more than 800,000 life years."" Coal, petroleum, natural gas and hydroelectricity have each caused more fatalities per unit of energy due to air pollution and accidents. Nuclear power plants also emit no greenhouse gases and result in less life-cycle carbon emissions than common sources of renewable energy. The radiological hazards associated with nuclear power are the primary motivations of the anti-nuclear movement, which contends that nuclear power poses threats to people and the environment, citing the potential for accidents like the Fukushima nuclear disaster in Japan in 2011, and is too expensive to deploy when compared to alternative sustainable energy sources.",0,Wikipedia,Nuclear power,https://en.wikipedia.org/wiki/Nuclear_power,,Nuclear_power,wikipedia_api
human_wiki_0142,"History Origins The process of nuclear fission was discovered in 1938 after over four decades of work on the science of radioactivity and the elaboration of new nuclear physics that described the components of atoms. Soon after the discovery of the fission process, it was realized that neutrons released by a fissioning nucleus could, under the right conditions, induce fissions in nearby nuclei, thus initiating a self-sustaining chain reaction. Once this was experimentally confirmed in 1939, scientists in many countries petitioned their governments for support for nuclear fission research, just on the cusp of World War II, in order to develop a nuclear weapon. In the United States, these research efforts led to the creation of the first human-made nuclear reactor, the Chicago Pile-1 under the Stagg Field stadium at the University of Chicago, which achieved criticality on December 2, 1942. The reactor's development was part of the Manhattan Project, the Allied effort to create atomic bombs during World War II. It led to the building of larger single-purpose production reactors for the production of weapons-grade plutonium for use in the first nuclear weapons. The United States tested the first nuclear weapon in July 1945, the Trinity test, and the atomic bombings of Hiroshima and Nagasaki happened one month later.",0,Wikipedia,Nuclear power,https://en.wikipedia.org/wiki/Nuclear_power,,Nuclear_power,wikipedia_api
human_wiki_0143,"Despite the military nature of the first nuclear devices, there was strong optimism in the 1940s and 1950s that nuclear power could provide cheap and endless energy. Electricity was generated for the first time by a nuclear reactor on December 20, 1951, at the EBR-I experimental station near Arco, Idaho, which initially produced about 100 kW. In 1953, American President Dwight Eisenhower gave his ""Atoms for Peace"" speech at the United Nations, emphasizing the need to develop ""peaceful"" uses of nuclear power quickly. This was followed by the Atomic Energy Act of 1954 which allowed rapid declassification of U.S. reactor technology and encouraged development by the private sector.",0,Wikipedia,Nuclear power,https://en.wikipedia.org/wiki/Nuclear_power,,Nuclear_power,wikipedia_api
human_wiki_0144,"First power generation The first organization to develop practical nuclear power was the U.S. Navy, with the S1W reactor for the purpose of propelling submarines and aircraft carriers. The first nuclear-powered submarine, USS Nautilus, was put to sea in January 1954. The S1W reactor was a pressurized water reactor. This design was chosen because it was simpler, more compact, and easier to operate compared to alternative designs, thus more suitable to be used in submarines. This decision would result in the PWR being the reactor of choice also for power generation, thus having a lasting impact on the civilian electricity market in the years to come. On June 27, 1954, the Obninsk Nuclear Power Plant in the USSR became the world's first nuclear power plant to generate electricity for a power grid, producing around 5 megawatts of electric power. The world's first commercial nuclear power station, Calder Hall at Windscale, England was connected to the national power grid on 27 August 1956. In common with a number of other generation I reactors, the plant had the dual purpose of producing electricity and plutonium-239, the latter for the nascent nuclear weapons program in Britain.",0,Wikipedia,Nuclear power,https://en.wikipedia.org/wiki/Nuclear_power,,Nuclear_power,wikipedia_api
human_wiki_0145,"The cell is the basic structural and functional unit of all forms of life or organisms. The term comes from the Latin word cellula meaning 'small room'. A biological cell basically consists of a semipermeable cell membrane enclosing cytoplasm that contains genetic material. Most cells are only visible under a microscope. Except for highly-differentiated cell types (examples include red blood cells and gametes) most cells are capable of replication, and protein synthesis. Some types of cell are motile. Cells emerged on Earth about four billion years ago.  All organisms are grouped into prokaryotes, and eukaryotes. Prokaryotes are single-celled, and include archaea, and bacteria. Eukaryotes can be single-celled or multicellular, and include protists, plants, animals, most types of fungi, and some species of algae. All multicellular organisms are made up of many different types of cell. The diploid cells that make up the body of a plant or animal are known as somatic cells, and in animals excludes the haploid gametes. Prokaryotic cells lack the membrane-bound nucleus present in eukaryotic cells, and instead have a nucleoid region. In eukaryotic cells the nucleus is enclosed in the nuclear membrane. Eukaryotic cells contain other membrane-bound organelles such as mitochondria, which provide energy for cell functions, and chloroplasts, in plants that create sugars by photosynthesis. Other non-membrane-bound organelles may be proteinaceous such as the ribosomes present (though different) in both groups. A unique membrane-bound prokaryotic organelle the magnetosome has been discovered in magnetotactic bacteria. Cells were discovered by Robert Hooke in 1665, who named them after their resemblance to cells in a monastery. Cell theory, developed in 1839 by Matthias Jakob Schleiden and Theodor Schwann, states that all organisms are composed of one or more cells, that cells are the fundamental unit of structure and function in all organisms, and that all cells come from pre-existing cells.",0,Wikipedia,Cell (biology),https://en.wikipedia.org/wiki/Cell_(biology),,Cell_(biology),wikipedia_api
human_wiki_0146,"Types Organisms are broadly grouped into eukaryotes, and prokaryotes. Eukaryotic cells possess a membrane-bound nucleus, and prokaryotic cells lack a nucleus but have a nucleoid region. Prokaryotes are single-celled organisms, whereas eukaryotes can be either single-celled or multicellular. Single-celled eukaryotes include microalgae such as diatoms. Multicellular eukaryotes include all animals, and plants, most fungi, and some species of algae.",0,Wikipedia,Cell (biology),https://en.wikipedia.org/wiki/Cell_(biology),,Cell_(biology),wikipedia_api
human_wiki_0147,"Prokaryotes All prokaryotes are single-celled and include bacteria and archaea, two of the three domains of life. Prokaryotic cells were likely the first form of life on Earth, characterized by having vital biological processes including cell signaling. They are simpler and smaller than eukaryotic cells, lack a nucleus, and the other usually present membrane-bound organelles. Prokaryotic organelles are less complex, and are typically non-membrane-bound. All prokaryotic cells  secrete different substances from their membranes, including exoenzymes, and extracellular polymeric substances. Most prokaryotes are the smallest of all organisms, ranging from 0.5 to 2.0 μm in diameter. The largest bacterium known, Thiomargarita magnifica, is visible to the naked eye with an average length of 1 cm, but can be as much as 2 cm",0,Wikipedia,Cell (biology),https://en.wikipedia.org/wiki/Cell_(biology),,Cell_(biology),wikipedia_api
human_wiki_0148,"Bacteria Bacteria are enclosed in a cell envelope, that protects the interior from the exterior. It generally consists of a plasma membrane covered by a cell wall which, for some bacteria, is covered by a third gelatinous layer called a bacterial capsule.  The capsule may be polysaccharide as in pneumococci, meningococci or polypeptide as Bacillus anthracis or hyaluronic acid as in streptococci. Mycoplasma only possess the cell membrane. The cell envelope gives rigidity to the cell and separates the interior of the cell from its environment, serving as a protective mechanical and chemical filter. The cell wall consists of peptidoglycan and acts as an additional barrier against exterior forces. The cell wall acts to protect the cell mechanically and chemically from its environment, and is an additional layer of protection to the cell membrane. It also prevents the cell from expanding and bursting (cytolysis) from osmotic pressure due to a hypotonic environment.  The DNA of a bacterium typically consists of a single circular chromosome that is in direct contact with the cytoplasm in a region called the nucleoid. Some bacteria contain multiple circular or even linear chromosomes. The cytoplasm also contains ribosomes and various inclusions where transcription takes place alongside translation. Extrachromosomal DNA as plasmids, are usually circular and encode additional genes, such as those of antibiotic resistance. Linear bacterial plasmids have been identified in several species of spirochete bacteria, including species of Borrelia which causes Lyme disease. The prokaryotic cytoskeleton in bacteria is involved in the maintenance of cell shape, polarity and cytokinesis. Compartmentalization is a feature of eukaryotic cells but some species of bacteria, have protein-based organelle-like microcompartments such as gas vesicles, and carboxysomes, and encapsulin nanocompartments. Certain membrane-bound prokaryotic organelles have also been discovered. They include the magnetosome of magnetotactic bacteria, and the anammoxosome of anammox bacteria.  Cell-surface appendages can include flagella, and pili, protein structures that facilitate movement and communication between cells. The flagellum stretches from the cytoplasm through the cell membrane and extrudes through the cell wall. Fimbriae are short attachment pili, the other type of pilus is the longer conjugative type.  Fimbriae are formed of an antigenic protein called pilin, and are responsible for the attachment of bacteria to specific receptors on host cells.",0,Wikipedia,Cell (biology),https://en.wikipedia.org/wiki/Cell_(biology),,Cell_(biology),wikipedia_api
human_wiki_0149,"Archaea Archaea are enclosed in a cell envelope consisting of a plasma membrane and a cell wall. An exception to this is the Thermoplasma that only has the cell membrane. The cell membranes of archaea are unique, consisting of ether-linked lipids. The prokaryotic cytoskeleton has homologues of eukaryotic actin and tubulin. A unique form of metabolism in the archaean is methanogenesis. Their cell-surface appendage equivalent of the flagella is the differently structured and unique archaellum. The DNA is contained in a circular chromosome in direct contact with the cytoplasm, in a region known as the nucleoid. Ribosomes are also found freely in the cytoplasm, or attached to the cell membrane where DNA processing takes place. The archaea are noted for their extremophile species, and many are selectively evolved to thrive in extreme heat, cold, acidic, alkaline, or high salt conditions. There are no known archaean pathogens.",0,Wikipedia,Cell (biology),https://en.wikipedia.org/wiki/Cell_(biology),,Cell_(biology),wikipedia_api
human_wiki_0150,"Mars is the fourth planet from the Sun. It is also known as the ""Red Planet"", for its orange-red appearance. Mars is a desert-like rocky planet with a tenuous atmosphere that is primarily carbon dioxide (CO2). At the average surface level the atmospheric pressure is a few thousandths of Earth's, atmospheric temperature ranges from −153 to 20 °C (−243 to 68 °F), and cosmic radiation is high. Mars retains some water, in the ground as well as thinly in the atmosphere, forming cirrus clouds, fog, frost, larger polar regions of permafrost and ice caps (with seasonal CO2 snow), but no bodies of liquid surface water. Its surface gravity is roughly a third of Earth's or double that of the Moon. Its diameter, 6,779 km (4,212 mi), is about half the Earth's, or twice the Moon's, and its surface area is the size of all the dry land of Earth. Fine dust is prevalent across the surface and the atmosphere, being picked up and spread at the low Martian gravity even by the weak wind of the tenuous atmosphere. The terrain of Mars roughly follows a north-south divide, the Martian dichotomy, with the northern hemisphere mainly consisting of relatively flat, low lying plains, and the southern hemisphere of cratered highlands. Geologically, the planet is fairly active with marsquakes trembling underneath the ground, but also hosts many enormous volcanoes that are extinct (the tallest is Olympus Mons, 21.9 km or 13.6 mi tall), as well as one of the largest canyons in the Solar System (Valles Marineris, 4,000 km or 2,500 mi long). Mars has two natural satellites that are small and irregular in shape: Phobos and Deimos. With a significant axial tilt of 25 degrees, Mars experiences seasons, like Earth (which has an axial tilt of 23.5 degrees). A Martian solar year is equal to 1.88 Earth years (687 Earth days), a Martian solar day (sol) is equal to 24.6 hours. Mars formed along with the other planets approximately 4.5 billion years ago. During the martian Noachian period (4.5 to 3.5 billion years ago), its surface was marked by meteor impacts, valley formation, erosion, the possible presence of water oceans and the loss of its magnetosphere. The Hesperian period (beginning 3.5 billion years ago and ending 3.3–2.9 billion years ago) was dominated by widespread volcanic activity and flooding that carved immense outflow channels. The Amazonian period, which continues to the present, is the currently dominating and remaining influence on geological processes. Because of Mars's geological history, the possibility of past or present life on Mars remains an area of active scientific investigation, with some possible traces needing further examination. Being visible with the naked eye in Earth's sky as a red wandering star, Mars has been observed throughout history, acquiring diverse associations in different cultures. In 1963 the first flight to Mars took place with Mars 1, but communication was lost en route. The first successful flyby exploration of Mars was conducted in 1965 with Mariner 4. In 1971 Mariner 9 entered orbit around Mars, being the first spacecraft to orbit any body other than the Moon, Sun or Earth; following in the same year were the first uncontrolled impact (Mars 2) and first successful landing (Mars 3) on Mars. Probes have been active on Mars continuously since 1997. At times, more than ten probes have simultaneously operated in orbit or on the surface, more than at any other planet beyond Earth. Mars is an often proposed target for future crewed exploration missions, though no such mission is currently planned.",0,Wikipedia,Mars,https://en.wikipedia.org/wiki/Mars,,Mars,wikipedia_api
human_wiki_0151,"Natural history Formation Scientists have theorized that during the Solar System's formation, Mars was created as the result of a random process of run-away accretion of material from the protoplanetary disk that orbited the Sun. Mars has many distinctive chemical features caused by its position in the Solar System. Elements with comparatively low boiling points, such as chlorine, phosphorus, and sulfur, are much more common on Mars than on Earth; these elements were probably pushed outward by the young Sun's energetic solar wind.",0,Wikipedia,Mars,https://en.wikipedia.org/wiki/Mars,,Mars,wikipedia_api
human_wiki_0152,"Late Heavy Bombardment After the formation of the planets, the inner Solar System may have been subjected to the so-called Late Heavy Bombardment. About 60% of the surface of Mars shows a record of impacts from that era, whereas much of the remaining surface is probably underlain by immense impact basins caused by those events. However, more recent modeling has disputed the existence of the Late Heavy Bombardment. There is evidence of an enormous impact basin in the Northern Hemisphere of Mars, spanning 10,600 by 8,500 kilometres (6,600 by 5,300 mi), or roughly four times the size of the Moon's South Pole–Aitken basin, which would be the largest impact basin yet discovered if confirmed. It has been hypothesized that the basin was formed when Mars was struck by a Pluto-sized body about four billion years ago. The event, thought to be the cause of the Martian hemispheric dichotomy, created the smooth Borealis basin that covers 40% of the planet. A 2023 study shows evidence, based on the orbital inclination of Deimos (a small moon of Mars), that Mars may once have had a ring system 3.5 billion years to 4 billion years ago. This ring system may have been formed from a moon, 20 times more massive than Phobos, orbiting Mars billions of years ago; and Phobos would be a remnant of that ring.",0,Wikipedia,Mars,https://en.wikipedia.org/wiki/Mars,,Mars,wikipedia_api
human_wiki_0153,"Noachian period: Formation of the oldest extant surfaces of Mars, 4.5 to 3.5 billion years ago. Noachian age surfaces are scarred by many large impact craters. The Tharsis bulge, a volcanic upland, is thought to have formed during this period, with extensive flooding by liquid water late in the period. Named after Noachis Terra. Hesperian period: 3.5 to between 3.3 and 2.9 billion years ago. The Hesperian period is marked by the formation of extensive lava plains. Named after Hesperia Planum. Amazonian period: between 3.3 and 2.9 billion years ago to the present. Amazonian regions have few meteorite impact craters but are otherwise quite varied. Olympus Mons formed during this period, with lava flows elsewhere on Mars. Named after Amazonis Planitia.",0,Wikipedia,Mars,https://en.wikipedia.org/wiki/Mars,,Mars,wikipedia_api
human_wiki_0154,"Recent geological activity Geological activity is still taking place on Mars. The Athabasca Valles is home to sheet-like lava flows created about 200 million years ago. Water flows in the grabens called the Cerberus Fossae occurred less than 20 million years ago, indicating equally recent volcanic intrusions. The Mars Reconnaissance Orbiter has captured images of avalanches.",0,Wikipedia,Mars,https://en.wikipedia.org/wiki/Mars,,Mars,wikipedia_api
human_wiki_0155,"Construction is the process involved in delivering buildings, infrastructure, industrial facilities, and associated activities through to the end of their life. It typically starts with planning, financing, and design that continues until the asset is built and ready for use. Construction also covers repairs and maintenance work, any works to expand, extend and improve the asset, and its eventual demolition, dismantling or decommissioning. The construction industry contributes significantly to many countries' gross domestic products (GDP). Global expenditure on construction activities was about $4 trillion in 2012. In 2022, expenditure on the construction industry exceeded $11 trillion a year, equivalent to about 13 percent of global GDP. This spending was forecasted to rise to around $14.8 trillion in 2030. The construction industry promotes economic development and brings many non-monetary benefits to many countries, but it is one of the most hazardous industries. For example, about 20% (1,061) of US industry fatalities in 2019 happened in construction.",0,Wikipedia,Construction,https://en.wikipedia.org/wiki/Construction,,Construction,wikipedia_api
human_wiki_0156,"Etymology ""Construction"" stems from the Latin word constructio (which comes from com- ""together"" and struere ""to pile up"") as well as Old French construction. ""To construct"" is a verb: the act of building. The noun is ""construction"": how something is built or the nature of its structure.",0,Wikipedia,Construction,https://en.wikipedia.org/wiki/Construction,,Construction,wikipedia_api
human_wiki_0157,"History The first huts and shelters were constructed by hand or with simple tools. As cities grew during the Bronze Age, a class of professional craftsmen, like bricklayers and carpenters, appeared. Occasionally, slaves were used for construction work. In the Middle Ages, the artisan craftsmen were organized into guilds. In the 19th century, steam-powered machinery appeared, and later, diesel- and electric-powered vehicles such as cranes, excavators and bulldozers. Fast-track construction has been increasingly popular in the 21st century. Some estimates suggest that 40% of construction projects are now fast-track construction.",0,Wikipedia,Construction,https://en.wikipedia.org/wiki/Construction,,Construction,wikipedia_api
human_wiki_0158,"Building construction is usually further divided into residential and non-residential. Infrastructure, also called 'heavy civil' or 'heavy engineering', includes large public works, dams, bridges, highways, railways, water or wastewater and utility distribution. Industrial construction includes offshore construction (mainly of energy installations), mining and quarrying, refineries, chemical processing, mills and manufacturing plants. The industry can also be classified into sectors or markets. For example, Engineering News-Record (ENR), a US-based construction trade magazine, has compiled and reported data about the size of design and construction contractors. In 2014, it split the data into nine market segments: transportation, petroleum, buildings, power, industrial, water, manufacturing, sewage/waste, telecom, hazardous waste, and a tenth category for other projects. ENR used data on transportation, sewage, hazardous waste and water to rank firms as heavy contractors. The Standard Industrial Classification and the newer North American Industry Classification System classify companies that perform or engage in construction into three subsectors: building construction, heavy and civil engineering construction, and specialty trade contractors. There are also categories for professional services firms (e.g., engineering, architecture, surveying, project management).",0,Wikipedia,Construction,https://en.wikipedia.org/wiki/Construction,,Construction,wikipedia_api
human_wiki_0159,"Building construction Building construction is the process of adding structures to areas of land, also known as real property sites. Typically, a project is instigated by or with the owner of the property (who may be an individual or an organisation); occasionally, land may be compulsorily purchased from the owner for public use.",0,Wikipedia,Construction,https://en.wikipedia.org/wiki/Construction,,Construction,wikipedia_api
